date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC.,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,S&P 500
2014-10-01,31.950240064816374,14.991826305574817,59.97783038830289,51.94871248925982,194.35
2014-10-02,31.93610976417349,14.994071605805503,59.97862619213205,51.957618751668946,194.38
2014-10-03,31.969706943584107,14.999596473317597,60.00226392257899,52.02248370773765,196.52
2014-10-06,32.0482151757381,14.999470801779013,60.00624409564374,52.03638728709221,196.29
2014-10-07,31.96421642202563,14.99471977361163,59.99373504513118,52.005864475895436,193.26
2014-10-08,31.97669396259782,15.000259542848722,60.00824915633928,52.04966209443276,196.64
2014-10-09,31.863985208713437,14.988730294631948,59.98625284575437,52.00202841011069,192.74
2014-10-10,31.8883032797148,14.985113166969674,59.96751601618639,51.94757416851733,190.54
2014-10-13,31.784409614932425,14.980056349322485,59.94523082310538,51.88873576866966,187.41
2014-10-14,31.890359497785216,14.980388378316613,59.93449471596962,51.86015333254382,187.7
2014-10-15,31.911121762638317,14.973038791639308,59.934368743543686,51.85144164066946,186.43
2014-10-16,31.892096502185247,14.982173151240259,59.921778623603906,51.81285509232535,186.27
2014-10-17,31.881326201127585,14.98605357636671,59.94098439101524,51.87580126514393,188.47
2014-10-20,31.955160264260734,14.98993524631316,59.97008420365522,51.95186205010918,190.3
2014-10-21,32.139059979692426,14.996578409732242,60.00183059597768,52.02685216654172,194.07
2014-10-22,32.0494280764265,14.990195457161246,59.99170061316777,52.00234904638645,192.69
2014-10-23,32.12429870108164,14.992992980837405,60.024372628624796,52.084044873965546,194.93
2014-10-24,32.137653599573525,14.993705240920686,60.03403570872307,52.11268994865253,196.43
2014-10-27,32.08477738992764,14.990225251892078,60.02288638566419,52.090048067622064,196.16
2014-10-28,32.12395977160797,14.984789897426,60.03457444913839,52.10693041427186,198.41
2014-10-29,32.12369387528026,14.982885587128681,60.016611445857116,52.04841524432098,198.11
2014-10-30,32.13925407257541,14.977382653991874,60.019464180916444,52.05980978697446,199.38
2014-10-31,32.22677964166696,14.980650485893745,60.0435449227997,52.124519488953936,201.66
2014-11-03,32.315955288217,14.976877246555294,60.059851512435564,52.176519726111465,201.77
2014-11-04,32.07606742695005,14.974852880968614,60.03526011198903,52.12603289101121,201.07
2014-11-05,31.995417611577814,14.96895384116015,60.0417449603715,52.138949288156304,202.34
2014-11-06,31.99481484000543,14.973565373764728,60.03247501978973,52.12740297652933,203.15
2014-11-07,31.934367557593752,14.971363608063854,60.0222968613254,52.09181162434609,203.34
2014-11-10,31.89091842913285,14.969909625234898,59.96306536456542,51.93446937998156,203.98
2014-11-11,31.879735495011893,14.97260325324403,59.967802259714574,51.93609440617471,204.175
2014-11-12,31.879735495011893,14.97260325324403,59.967802259714574,51.93609440617471,203.96
2014-11-13,31.879735495011893,14.97260325324403,59.967802259714574,51.93609440617471,204.19
2014-11-14,31.895272917691592,14.96446400531566,59.96337172437736,51.92650581089198,204.24
2014-11-17,31.885704882218125,14.976776822728473,59.99533680660211,51.975055516987325,204.37
2014-11-18,31.848721944862902,14.980029240683013,59.99128748293569,51.97223696482288,205.55
2014-11-19,31.826160940156004,14.977077160691945,60.02265297950789,52.02523069497046,205.22
2014-11-20,31.85200813139363,14.981841338539828,60.025997296071424,52.02588172032631,205.58
2014-11-21,31.870073570082102,14.985447017802262,60.04358260816375,52.050047844219115,206.68
2014-11-24,31.909943406440856,14.993009135047275,60.081124135093134,52.108711783101455,207.26
2014-11-25,31.90942943196123,14.99327382077145,60.114516003690696,52.16238883732205,207.11
2014-11-26,31.90777412779461,14.99193074805981,60.11382417381792,52.16322220409126,207.64
2014-11-28,31.89003588547836,14.991755655218196,60.12044100796195,52.18614704338459,207.2
2014-12-01,31.799037942482332,14.981528015040475,60.105167296946185,52.16943339783887,205.76
2014-12-02,31.85013416329188,14.986980267988358,60.105318493133886,52.17638308056231,207.085
2014-12-03,31.859026259834053,14.994908765454875,60.09270345387445,52.159452801670184,207.89
2014-12-04,31.841852674758233,15.00149013458443,60.07996718225242,52.14094785068892,207.66
2014-12-05,31.82360660609059,15.00616177653693,60.088261806304494,52.15692646566076,208.0
2014-12-08,31.775341165501555,15.004483677634667,60.07142160035842,52.143059839943625,206.61
2014-12-09,31.812879382458277,15.005299604152038,60.071267075946835,52.13415680534483,206.47
2014-12-10,31.747349007767365,14.996190507629008,60.05812070037846,52.11143916766787,203.16
2014-12-11,31.762294116207514,15.00136515737085,60.05838961546471,52.109178347143526,204.19
2014-12-12,31.741236477317866,14.999009938472843,60.04588945410228,52.09122118165838,200.89
2014-12-15,31.716489140703256,15.000798024344274,60.02820774928702,52.06284690613482,199.51
2014-12-16,31.72940554918279,14.997823613876944,60.02962776853278,52.05629689941205,197.91
2014-12-17,31.784351507161656,15.001933160553905,60.047158298957235,52.08053325252459,201.79
2014-12-18,31.798767110256296,15.008916689588686,60.046665072352575,52.081902183638256,206.78
2014-12-19,31.81763076265412,15.01143035509884,60.07709662470015,52.11531469388791,206.52
2014-12-22,31.7897281219727,15.0113915605326,60.08270035992117,52.12050169050384,207.47
2014-12-23,31.758241258958563,15.008031224186242,60.110479610579254,52.160158897721686,207.75
2014-12-24,31.764268209179953,15.00807376352896,60.10560839722265,52.156084430523684,207.77
2014-12-26,31.768969805263566,15.00779503939291,60.11174958433817,52.16616333413819,208.44
2014-12-29,31.7716928062833,15.0068718818299,60.11997719660099,52.180406542239524,208.72
2014-12-30,31.759702721679275,15.005376948739398,60.113544802248256,52.17589062011049,207.6
2014-12-31,31.729778967275088,14.999829116762227,60.09047872175306,52.144203820368844,205.54
2015-01-02,31.72754347935456,15.001799446521751,60.09005696689134,52.14150005293661,205.43
2015-01-05,31.645706174331377,14.990141272201113,60.03013816500165,52.05743433807148,201.72
2015-01-06,31.641940149699753,14.992345386762546,59.989991757322215,51.99581946305098,199.82
2015-01-07,31.638385989283588,14.996392147177863,59.992719780581766,52.00330074661088,202.31
2015-01-08,31.70369951755826,15.007653005962206,60.050164560132316,52.09521171984407,205.9
2015-01-09,31.667396104530884,15.004285116898771,60.04172717544325,52.08089344189492,204.25
2015-01-12,31.63386704596993,14.992900927770094,60.054210759244214,52.10715437537072,202.65
2015-01-13,31.608500826468703,14.991669336106286,60.05848692609989,52.11433367036477,202.08
2015-01-14,31.58409433670318,14.9833433910372,60.00247697702702,52.02518154824048,200.86
2015-01-15,31.529031441061406,14.977834855415987,60.02478398558591,52.05934775286551,199.02
2015-01-16,31.543662682590025,14.977565790329152,60.03579551621677,52.068222917666176,201.63
2015-01-20,31.571737476717065,14.972949824284363,59.985756631376226,51.995275355038046,202.055
2015-01-21,31.62669973406185,14.98294806456387,59.98275381038156,51.98980077993076,203.08
2015-01-22,31.650838274583634,14.988612501526399,60.01209101826112,52.0392055719564,206.1
2015-01-23,31.625836389428063,14.980160817941234,60.01077937987943,52.03797536539355,204.97
2015-01-26,31.647695645581674,15.000070071451514,60.003240182364934,52.027123968416824,205.45
2015-01-27,31.633611381177722,14.996513677728606,59.990026991152114,52.00129802041276,202.74
2015-01-28,31.559627237953325,14.987595822836193,59.93565352035029,51.91405978763816,200.14
2015-01-29,31.441467406130332,14.98014874341021,59.956237517921075,51.93731234960139,201.99
2015-01-30,31.41767743722691,14.973462327140838,59.94887635941855,51.92200017378556,199.45
2015-02-02,31.45926795502004,14.97224193046639,59.986329107378005,51.966256433233355,201.92
2015-02-03,31.489743046475223,14.97163832926462,60.023112682118224,52.02636747898878,204.84
2015-02-04,31.476565685425577,14.966889117982516,60.06713662012291,52.10380692246599,204.06
2015-02-05,31.439897561691325,14.962500092932537,60.1672588067726,52.263534443308515,206.12
2015-02-06,31.417009268275013,14.956962165677528,60.15697976976973,52.25200073886555,205.55
2015-02-09,31.448661216977875,14.954252961457764,60.14824037427627,52.23422701086217,204.63
2015-02-10,31.464877625922615,14.963702887865404,60.179146428975265,52.28555829995439,206.81
2015-02-11,31.464877625922615,14.963702887865404,60.179146428975265,52.28555829995439,206.93
2015-02-12,31.464877625922615,14.963702887865404,60.179146428975265,52.28555829995439,208.92
2015-02-13,31.464877625922615,14.963702887865404,60.179146428975265,52.28555829995439,209.78
2015-02-17,31.452895605953447,14.962796631876792,60.164390362891524,52.16373824093082,210.11
2015-02-18,31.43113130497393,14.961035766170987,60.13624981095521,52.132673034759144,210.13
2015-02-19,31.444771772634798,14.96422853766432,60.138081567848246,52.13945399964175,209.98
2015-02-20,31.472328289052463,14.964586126724816,60.14821535151695,52.158493093895494,211.24
2015-02-23,31.42225320551951,14.967095153329264,60.143236654910005,52.09545123034004,211.21
2015-02-24,31.390031660568717,14.963279401433331,60.164856052740646,52.085423486476195,211.81
2015-02-25,31.434840790130494,14.969288470383919,60.21220104652234,52.22468800727199,211.63
2015-02-26,31.429694671132935,14.973488610379576,60.208071130408314,52.180048554440916,211.38
2015-02-27,31.368099895130086,14.969603217649908,60.190705578518205,52.150669846626755,210.66
2015-03-02,31.33899838246164,14.96919594190171,60.25230940320187,52.17673045963087,211.99
2015-03-03,31.302907327657554,14.95826297479745,60.26368467015276,52.0654177294938,211.12
2015-03-04,31.390566061976404,14.986574311297154,60.255856070278526,52.24816193364429,210.23
2015-03-05,31.420959553561428,14.979019193216331,60.24037895504274,52.26088852132247,210.46
2015-03-06,31.394772722577148,14.974884706240651,60.234168961744786,52.16147963376446,207.5
2015-03-09,31.37624464783232,14.965583002882621,60.24214463303455,52.08103386929613,208.36
2015-03-10,31.374236426376466,14.959918466612137,60.215441642796826,52.06800061725523,204.98
2015-03-11,31.348550627027834,14.964825371654612,60.2279592796072,52.03741057677045,204.5
2015-03-12,31.36980734307895,14.967697253748614,60.34332583246507,52.168189123899936,207.1
2015-03-13,31.389986836973268,14.964735449028687,60.31085789277396,52.14430925504191,205.825
2015-03-16,31.429720157438382,14.975819665924785,60.311944364044066,52.261438169259435,208.58
2015-03-17,31.446588060718536,14.977033259300615,60.27891329285191,52.25570518827871,207.96
2015-03-18,31.521650836750883,14.985669904328459,60.28571362138852,52.26904672504705,210.46
2015-03-19,31.534779103372546,14.989953730737888,60.27166564557789,52.31205866829457,209.5
2015-03-20,31.58762738382714,14.991435578606984,60.28152385134332,52.294283971517046,210.41
2015-03-23,31.5945717505655,14.996324388802348,60.279823898300094,52.250644409029874,210.0
2015-03-24,31.527562896674112,14.99008158472723,60.2674889158239,52.20488772606057,208.82
2015-03-25,31.5199535072274,14.986682481943078,60.21971225500597,52.151110638580946,205.76
2015-03-26,31.527228558546923,14.989594015253173,60.20571881216408,52.15767144064953,205.27
2015-03-27,31.565773456302026,14.990383940159345,60.187918898044124,52.15902582427476,205.74
2015-03-30,31.55453577488342,14.98929941051652,60.23033314647086,52.17299963535227,208.25
2015-03-31,31.532936219972278,14.983737342252699,60.332768286163414,52.25087293416517,206.43
2015-04-01,31.511847208963754,14.980073360770387,60.307762634440316,52.17315895512465,205.7
2015-04-02,31.521403674240744,14.980772006841713,60.29783837961127,52.15521225857065,206.435
2015-04-06,31.51730594588467,14.983675237331516,60.33512460225499,52.17799710476645,207.83
2015-04-07,31.546833504313575,14.983575406323778,60.306431740442925,52.159879228652855,207.28
2015-04-08,31.615966061860995,14.995414125148566,60.316720409740164,52.33278156135209,207.975
2015-04-09,31.657587933372366,15.001766063720126,60.314149980982066,52.36173797858585,208.9
2015-04-10,31.622362064971817,14.999998389100337,60.32077324893694,52.29600664385377,210.04
2015-04-13,31.599508649145164,14.995821497907478,60.291176640654236,52.2526520439236,209.09
2015-04-14,31.616956209159486,14.997137099298632,60.31215233480611,52.30512685668438,209.49
2015-04-15,31.641926019641517,15.004521964585313,60.304794864536944,52.28876893939746,210.43
2015-04-16,31.626098802014514,14.997192970033705,60.312609809478815,52.26562663399928,210.37
2015-04-17,31.56624150731364,14.99331346248094,60.276961587684916,52.11670474123311,207.95
2015-04-20,31.583298170764248,14.996207006784509,60.24875232387032,52.099716610808926,209.85
2015-04-21,31.613286790489425,14.993011224171552,60.27606117838137,52.15126123274876,209.6
2015-04-22,31.59652495683279,14.99152507155918,60.25353405356047,52.107654829317134,210.63
2015-04-23,31.582370846778915,14.991671171512996,60.242265175650466,52.106589495654916,211.16
2015-04-24,31.5774377433567,14.998209013147944,60.2637712172064,52.2455187105646,211.65
2015-04-27,31.584044339741105,14.99316481047513,60.23350672166312,52.236378174607296,210.77
2015-04-28,31.5870387937646,14.991705426810494,60.227357354833224,52.224697020166126,211.44
2015-04-29,31.52181607890145,14.986343848318265,60.29765771006075,52.139088514153585,210.57
2015-04-30,31.4742763377875,14.974786258345993,60.28525358908885,52.06890173025831,208.46
2015-05-01,31.483634809556683,14.976692373575446,60.29238366300268,52.05882817806584,210.72
2015-05-04,31.48725984400109,14.979507771511296,60.29155754160946,52.021884680200344,211.32
2015-05-05,31.42268414433732,14.969041292225187,60.27565576383961,51.94692834106882,208.9
2015-05-06,31.522487471661762,14.974120376714483,60.25463925775862,51.949804697475464,208.04
2015-05-07,31.683696011089925,14.997529717840694,60.24116980564868,52.250967829277585,208.87
2015-05-08,31.711397452866063,15.001196839432664,60.222495122962755,52.28066066104564,211.62
2015-05-11,31.68632195911468,15.003596506221477,60.202395549405324,52.23975065842389,210.605
2015-05-12,31.669577620626637,14.998935643156205,60.18917164396135,52.222793135858225,209.98
2015-05-13,31.669577620626637,14.998935643156205,60.18917164396135,52.222793135858225,210.02
2015-05-14,31.669577620626637,14.998935643156205,60.18917164396135,52.222793135858225,212.21
2015-05-15,31.685145715934805,15.002123737174774,60.2368219631317,52.26037524982772,212.44
2015-05-18,31.63165793534758,15.006881271129783,60.23648088662452,52.20700024048618,213.1
2015-05-19,31.708155221271614,15.013027952601853,60.238544585981415,52.25474883104348,213.03
2015-05-20,31.78122047088377,15.01151896954675,60.188254776461704,52.31475729836929,212.88
2015-05-21,31.825902930361405,15.009325031686085,60.20735580836834,52.44834576260868,213.5
2015-05-22,31.81994334312226,15.011493283316437,60.17018459471808,52.39965882253785,212.99
2015-05-26,31.77426585595994,15.011732650724005,60.216338081161496,52.40810035443066,210.7
2015-05-27,31.784100041918542,15.010775864805408,60.200641833346864,52.398977869861675,212.7
2015-05-28,31.755909692008665,15.010176160545397,60.17952889432779,52.322867832856836,212.46
2015-05-29,31.74098349751393,15.010296316537223,60.20930189202074,52.28285928057754,211.14
2015-06-01,31.767810786132706,15.012538424050263,60.209696004679316,52.3398029283015,211.57
2015-06-02,31.77418573520067,15.009197623045424,60.17902528008197,52.3071778554339,211.36
2015-06-03,31.782445689842213,15.00734970360369,60.12611848650394,52.27708591986024,211.92
2015-06-04,31.774364502510476,15.004885604165628,60.12597001165064,52.27026161469386,210.13
2015-06-05,31.769914166630084,15.008141169387939,60.15525565599638,52.296546502820675,209.77
2015-06-08,31.723655997723764,15.003989984006452,60.122180171098094,52.18188850430887,208.48
2015-06-09,31.693075438996697,15.00835652151004,60.143009341202884,52.17021650708886,208.45
2015-06-10,31.71700490885709,15.015486705334183,60.13681721009445,52.21667698163081,210.95
2015-06-11,31.684801824993574,15.01757724405945,60.1513394216972,52.164260681629045,211.63
2015-06-12,31.655553898689867,15.013030092885911,60.132204768081145,52.12810137237376,210.01
2015-06-15,31.663514422276087,15.018474333163779,60.11905081943059,52.09928999813367,209.11
2015-06-16,31.66314408323762,15.015306932073905,60.10509235156587,52.08805237802029,210.25
2015-06-17,31.679871532656392,15.019649392434061,60.10510662535336,52.11649268273183,210.59
2015-06-18,31.699527778682288,15.01762285062964,60.111049031813295,52.118240640148336,212.78
2015-06-19,31.689514417471816,15.020759576713228,60.10299271823046,52.071999877023934,210.5
2015-06-22,31.694265341702994,15.02118687763118,60.11100498265583,52.07494641841959,211.89
2015-06-23,31.683304470023565,15.019053093262094,60.10870795931977,52.04925726363106,212.04
2015-06-24,31.670336676063158,15.016749457421835,60.08847320585092,52.039534535542366,210.5
2015-06-25,31.679060871332872,15.045645952207641,60.07904008657157,52.03700567872009,209.86
2015-06-26,31.615831335032528,15.049700267425605,60.1184484613506,51.98940694784406,209.82
2015-06-29,31.54753594259412,15.04530087422409,60.084436189870615,51.87486491142846,205.42
2015-06-30,31.591093475098912,15.045699540155827,60.11438548614477,51.94768561011047,205.85
2015-07-01,31.606598389865244,15.046242530735046,60.13947486423302,51.97471604219574,207.5
2015-07-02,31.61733089345796,15.044905316637784,60.119422117239985,51.94413246918808,207.31
2015-07-06,31.548504390217595,15.050710989422578,60.14299954860731,51.88654773943214,206.72
